Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.823884800000e-01, 7.816317e-01, 1.709819e-02
-4.797085440000e-01, 8.158281e-01, 2.198339e-02
-4.770286080000e-01, 8.048364e-01, 1.954079e-02
-4.743486720000e-01, 7.779678e-01, 2.076209e-02
-4.716687360000e-01, 8.011725e-01, 2.198339e-02
-4.689888000000e-01, 8.097216e-01, 2.076209e-02
-4.663088640000e-01, 7.999512e-01, 1.709819e-02
-4.636289280000e-01, 8.927699e-01, 3.326820e+00
-4.609489920000e-01, 9.013190e-01, 3.329262e+00
-4.582690560000e-01, 8.793357e-01, 3.331705e+00
-4.555891200000e-01, 9.049829e-01, 3.328041e+00
-4.529091840000e-01, 8.866635e-01, 3.329262e+00
-4.502292480000e-01, 9.062042e-01, 3.330484e+00
-4.475493120000e-01, 8.964338e-01, 3.328041e+00
-4.448693760000e-01, 9.233024e-01, 3.329262e+00
-4.421894400000e-01, 9.184172e-01, 3.331705e+00
-4.395095040000e-01, 8.927699e-01, 3.328041e+00
-4.368295680000e-01, 8.793357e-01, 3.328041e+00
-4.341496320000e-01, 9.025403e-01, 3.330484e+00
-4.314696960000e-01, 8.915487e-01, 3.328041e+00
-4.287897600000e-01, 9.000977e-01, 3.331705e+00
-4.261098240000e-01, 8.829996e-01, 3.328041e+00
-4.234298880000e-01, 8.659014e-01, 3.330484e+00
-4.207499520000e-01, 8.927699e-01, 3.328041e+00
-4.180700160000e-01, 8.927699e-01, 3.326820e+00
-4.153900800000e-01, 9.159746e-01, 3.332926e+00
-4.127101440000e-01, 9.233024e-01, 3.328041e+00
-4.100302080000e-01, 9.062042e-01, 3.331705e+00
-4.073502720000e-01, 8.756718e-01, 3.329262e+00
-4.046703360000e-01, 8.915487e-01, 3.329262e+00
-4.019904000000e-01, 9.208598e-01, 3.330484e+00
-3.993104640000e-01, 8.939912e-01, 3.330484e+00
-3.966305280000e-01, 8.793357e-01, 3.328041e+00
-3.939505920000e-01, 9.025403e-01, 3.330484e+00
-3.912706560000e-01, 8.878848e-01, 3.335369e+00
-3.885907200000e-01, 8.927699e-01, 3.329262e+00
-3.859107840000e-01, 8.854422e-01, 3.328041e+00
-3.832308480000e-01, 9.098681e-01, 3.329262e+00
-3.805509120000e-01, 8.964338e-01, 3.325599e+00
-3.778709760000e-01, 9.086468e-01, 3.331705e+00
-3.751910400000e-01, 8.842209e-01, 3.331705e+00
-3.725111040000e-01, 8.695653e-01, 3.334148e+00
-3.698311680000e-01, 8.781144e-01, 3.330484e+00
-3.671512320000e-01, 8.976551e-01, 3.329262e+00
-3.644712960000e-01, 8.451393e-01, 1.675623e+00
-3.617913600000e-01, 8.097216e-01, 2.198339e-02
-3.591114240000e-01, 8.048364e-01, 2.442599e-02
-3.564314880000e-01, 8.194920e-01, 2.198339e-02
-3.537515520000e-01, 8.158281e-01, 1.954079e-02
-3.510716160000e-01, 7.901808e-01, 2.076209e-02
-3.483916800000e-01, 7.767465e-01, 2.076209e-02
-3.457117440000e-01, 7.950660e-01, 2.686859e-02
-3.430318080000e-01, 7.975086e-01, 2.076209e-02
-3.403518720000e-01, 8.060577e-01, 2.198339e-02
-3.376719360000e-01, 8.121642e-01, 2.076209e-02
-3.349920000000e-01, 7.901808e-01, 2.198339e-02
