1	84302
2	72822
3	73424
4	73462
5	73305
6	73472
7	73454
8	73347
9	73516
10	73496
11	73456
12	73599
13	73576
14	73435
15	73673
16	73576
17	73534
18	73644
19	73605
20	73554
21	73614
22	73642
23	73534
24	73641
25	73659
26	73674
27	73487
28	73597
29	73671
30	73653
31	73639
32	73561
33	73726
34	73518
35	73629
36	73891
37	73880
38	73593
39	73575
40	73609
41	73644
42	73765
43	73766
44	73599
45	73746
46	73607
47	73600
48	73841
49	73556
50	73613
51	73740
52	73719
53	73678
54	73684
55	73615
56	73690
57	73854
58	73790
59	73713
60	73849
61	73785
62	73637
63	73783
64	73839
65	73711
66	73718
67	73724
68	73671
69	73766
70	73639
71	73642
72	73851
73	73787
74	73839
75	73941
76	73730
77	73730
78	73799
79	73766
80	73760
81	73806
82	73877
83	73885
84	73957
85	73785
86	73701
87	73729
88	73854
89	73801
90	73937
91	73891
92	73832
93	73811
94	73942
95	73721
96	73842
97	73837
98	73774
99	73847
100	73801
101	73869
102	73813
103	73700
104	73815
105	73899
106	73744
107	73685
108	73900
109	73969
110	73896
111	73796
112	73801
113	73723
114	73801
115	73805
116	73852
117	73895
118	74053
119	73954
120	73795
121	73800
122	73790
123	73909
124	73852
125	73765
126	73786
127	73806
128	73842
129	73997
130	73872
131	73699
132	73847
133	73835
134	73756
135	73756
136	73867
137	73819
138	73869
139	73839
140	73839
141	73970
142	73962
143	73841
144	74053
145	73966
146	73776
147	73838
148	73996
149	73897
150	73959
151	74002
152	73953
153	74044
154	73949
155	73921
156	73995
157	73937
158	74085
159	74044
160	73967
161	73955
162	73967
163	73958
164	74049
165	73993
166	73942
167	73857
168	73985
169	73961
170	74013
171	74005
172	74002
173	73864
174	73903
175	73946
176	74184
177	73995
178	73823
179	73839
180	73993
181	73929
182	74142
183	73934
184	73869
185	74013
186	74006
187	73985
188	73840
189	73975
190	73974
191	73917
192	73954
193	74079
194	73938
195	74192
196	73949
197	74037
198	73962
199	74060
200	73912
201	74076
202	74038
203	74020
204	73917
205	73925
206	74022
207	73987
208	73931
209	74076
210	74052
211	74068
212	73972
213	74017
214	73776
215	74022
216	74052
217	74154
218	74006
219	73865
220	73990
221	73931
222	73953
223	74160
224	73910
225	73984
226	74132
227	73946
228	73983
229	73931
230	73961
231	74039
232	73954
233	73950
234	74007
235	74055
236	74079
237	74069
238	74126
239	74060
240	74184
241	74143
242	74036
243	74124
244	73914
245	74017
246	74215
247	74118
248	73778
249	74086
250	73962
251	74024
252	73995
253	74022
254	74083
255	74205
256	74048
257	74244
258	74156
259	74144
260	74039
261	74114
262	74112
263	74085
264	74053
265	74205
266	74290
267	74247
268	74144
269	74235
270	74270
271	74262
272	74266
273	74382
274	74346
275	74418
276	74266
277	74305
278	74319
279	74494
280	74455
281	74351
282	74469
283	74383
284	74497
285	74361
286	74579
287	74632
288	74555
289	74720
290	74536
291	74683
292	74609
293	74737
294	74835
295	74773
296	74689
297	74895
298	75069
299	75130
300	75226
301	75198
302	75163
303	75384
304	75364
305	75596
306	75682
307	76097
308	76036
309	76100
310	76310
311	76233
312	76310
313	76235
314	76306
315	76288
316	76380
317	76304
318	76507
319	76364
320	76392
321	76839
322	76924
323	77208
324	77823
325	77991
326	78549
327	78642
328	79195
329	79252
330	79434
331	79364
332	79463
333	79283
334	78977
335	78661
336	78278
337	77889
338	77619
339	77207
340	77124
341	76765
342	76481
343	76476
344	76320
345	76214
346	75949
347	75950
348	75855
349	75735
350	75665
351	75796
352	75532
353	75552
354	75389
355	75448
356	75411
357	75342
358	75222
359	75258
360	75280
361	75112
362	75082
363	75039
364	75094
365	75138
366	74991
367	75110
368	75034
369	74957
370	74936
371	74939
372	75022
373	74972
374	74808
375	74940
376	74898
377	74882
378	74887
379	74909
380	74758
381	75504
382	74950
383	74775
384	74715
385	74630
386	75004
387	74591
388	74517
389	74685
390	74475
391	74511
392	74591
393	74502
394	74570
395	74530
396	74376
397	74651
398	74595
399	74550
400	74547
401	74577
402	74480
403	74521
404	74561
405	74548
406	74537
407	74591
408	74589
409	74549
410	74782
411	74554
412	74554
413	74547
414	74581
415	74475
416	74503
417	74534
418	74651
419	74407
420	74544
421	74668
422	74750
423	74619
424	74583
425	74675
426	74628
427	74728
428	74770
429	74819
430	74850
431	74705
432	74865
433	74893
434	74952
435	74953
436	74948
437	75157
438	75223
439	75268
440	75424
441	75507
442	75551
443	75780
444	75897
445	76099
446	76226
447	76194
448	76361
449	76168
450	75989
451	76014
452	75992
453	75737
454	75505
455	75456
456	75263
457	75160
458	75088
459	75117
460	75004
461	75051
462	74954
463	74828
464	74967
465	74957
466	74884
467	74887
468	74804
469	74791
470	74806
471	75022
472	74880
473	74588
474	74710
475	74794
476	74821
477	74829
478	74820
479	74617
480	74737
481	74759
482	74648
483	74699
484	74702
485	74795
486	74704
487	74584
488	74910
489	74607
490	74708
491	74704
492	74680
493	74656
494	74775
495	74630
496	74831
497	74754
498	74778
499	74868
500	74666
501	74826
502	74678
503	74687
504	74703
505	74968
506	74827
507	74875
508	74702
509	74725
510	74749
511	74825
512	74798
513	74919
514	74826
515	74816
516	74843
517	74894
518	74834
519	74853
520	75081
521	75020
522	75082
523	74992
524	74972
525	75066
526	75150
527	75110
528	74944
529	75086
530	75207
531	75232
532	75178
533	75299
534	75367
535	75207
536	75303
537	75429
538	75595
539	75758
540	75877
541	75812
542	75742
543	75969
544	76056
545	76027
546	76066
547	76137
548	76070
549	76293
550	76554
551	76729
552	76662
553	76945
554	77316
555	77567
556	77861
557	78099
558	78229
559	78253
560	78071
561	78132
562	77800
563	77606
564	77372
565	77162
566	76848
567	76834
568	76818
569	76616
570	76446
571	76141
572	76436
573	76229
574	76262
575	76351
576	76312
577	76520
578	76676
579	76656
580	76997
581	77183
582	77398
583	77612
584	77908
585	78011
586	77844
587	77837
588	77513
589	77458
590	77192
591	76836
592	76465
593	76215
594	75878
595	75979
596	75630
597	75469
598	75274
599	75169
600	75192
601	75031
602	75040
603	74893
604	74799
605	74728
606	74572
607	74580
608	74638
609	74721
610	74566
611	74538
612	74638
613	74555
614	74489
615	74426
616	74662
617	74563
618	74447
619	74392
620	74281
621	74367
622	74382
623	74330
624	74231
625	74075
626	74094
627	74073
628	74018
629	73996
630	74103
631	74023
632	74056
633	74115
634	74215
635	74158
636	74022
637	74087
638	74150
639	74000
640	73922
641	73900
642	74053
643	74014
644	74039
645	73914
646	73847
647	73913
648	73869
649	73976
650	74035
651	73911
652	74027
653	73913
654	73932
655	73934
656	74016
657	73933
658	73982
659	73937
660	77145
661	74081
662	74171
663	74025
664	74133
665	74150
666	74054
667	74200
668	74289
669	74233
670	74465
671	74634
672	74628
673	74933
674	75102
675	75426
676	76203
677	76847
678	78003
679	79162
680	80287
681	81309
682	82027
683	82580
684	82424
685	81828
686	81053
687	79763
688	78791
689	77582
690	76657
691	75831
692	75333
693	74845
694	74530
695	74277
696	74232
697	74074
698	73972
699	73826
700	73749
701	73675
702	73601
703	73580
704	73491
705	73447
706	73398
707	73475
708	73427
709	73391
710	73367
711	73383
712	73348
713	73276
714	73297
715	74644
716	73337
717	73184
718	73186
719	73206
720	73061
721	73176
722	73067
723	73164
724	73117
725	73103
726	73123
727	73047
728	73134
729	73167
730	73098
731	73073
732	73018
733	72999
734	72898
735	72938
736	72809
737	72957
738	72848
739	73026
740	72982
741	73118
742	72900
743	72979
744	72972
745	72901
746	72849
747	72979
748	72772
749	72910
750	72933
751	72780
752	72836
753	72829
754	72927
755	72830
756	72796
757	72803
758	72800
759	72772
760	72731
761	72837
762	72758
763	72670
764	72864
765	72886
766	72911
767	72725
768	72700
769	72696
770	72832
771	72789
772	72731
773	72617
774	72877
775	72675
776	72648
777	72816
778	72688
779	72894
780	72735
781	72812
782	72743
783	72740
784	72771
785	72760
786	72917
787	72566
788	72672
789	72729
790	72741
791	72730
792	72712
793	72747
794	72630
795	72828
796	72777
797	72864
798	72932
799	72970
800	73015
801	72855
802	73004
803	72751
804	72717
805	72866
806	72627
807	72704
808	72637
809	72560
810	72479
811	72405
812	72398
813	72474
814	72316
815	72431
816	72629
817	72551
818	72496
819	72780
820	72652
821	72621
822	72655
823	72706
824	72743
825	72665
826	72610
827	72695
828	72769
829	72767
830	72572
831	72635
832	72595
833	72864
834	72577
835	72545
836	72494
837	72456
838	72555
839	72516
840	72371
841	72454
842	72401
843	72634
844	72360
