Distance_(pixels),Gray_Value
0,11.504
1,10.988
2,11.130
3,11.488
4,11.474
5,10.963
6,11.748
7,13.375
8,14.139
9,13.834
10,13.743
11,13.786
12,14.153
13,15.156
14,14.865
15,14.766
16,14.422
17,14.147
18,13.646
19,14.136
20,13.947
21,14.317
22,14.134
23,14.858
24,15.261
25,14.201
26,14.700
27,14.931
28,14.234
29,13.552
30,13.400
31,13.919
32,14.600
33,13.035
34,12.236
35,12.744
36,12.946
37,12.164
38,10.628
39,11.194
40,11.854
41,10.333
42,10.066
43,9.150
44,9.103
45,9.256
46,9.256
47,9.250
48,8.502
49,8.001
50,7.753
51,7.753
52,7.682
53,8.167
54,8.152
55,8.149
56,7.900
57,7.641
58,7.411
59,7.468
60,7.452
61,7.139
62,7.130
63,6.875
64,6.171
65,6.419
66,7.118
67,6.820
68,6.366
69,6.663
70,6.732
71,7.596
72,6.484
73,6.850
74,6.661
75,6.241
76,7.238
77,7.344
78,6.770
79,7.257
80,7.499
81,7.668
82,8.238
83,7.829
84,8.246
85,8.003
86,8.255
87,8.902
88,9.393
89,9.747
90,9.881
91,10.132
92,10.029
93,10.021
94,10.426
95,11.053
96,11.883
97,12.744
98,13.238
99,13.564
100,13.362
101,13.592
102,14.652
103,14.985
104,15.621
105,16.309
106,16.290
107,16.504
108,16.976
109,17.705
110,18.663
111,18.963
112,18.565
113,18.636
114,19.346
115,19.348
116,20.565
117,20.879
118,21.354
119,20.843
120,20.700
121,20.688
122,20.898
123,20.944
124,21.400
125,21.081
126,21.357
127,21.211
128,21.475
129,21.841
130,22.229
131,22.068
132,22.506
133,22.746
134,23.160
135,22.991
136,22.541
137,22.016
138,21.982
139,21.954
140,22.584
141,21.593
142,22.076
143,21.882
144,22.101
145,21.833
146,21.725
147,21.383
148,21.507
149,21.874
150,21.180
151,20.092
152,20.375
153,19.394
154,19.113
155,19.071
156,18.837
157,18.814
158,18.625
159,18.438
160,18.330
161,17.806
162,16.997
163,16.394
164,16.168
165,15.439
166,15.202
167,14.166
168,13.501
169,12.831
170,12.060
171,11.184
172,11.629
173,10.894
174,10.292
175,9.406
176,8.319
177,7.667
178,7.713
179,7.904
180,7.997
181,8.431
182,8.439
183,7.855
184,7.904
185,7.751
186,7.394
187,7.141
188,7.142
189,7.992
190,7.501
191,7.135
192,7.493
193,7.376
194,7.133
195,8.113
196,7.751
197,7.752
198,8.207
199,9.093
200,10.081
201,10.189
202,10.980
203,12.563
204,13.574
205,14.486
206,14.245
207,14.342
208,15.694
209,15.889
210,15.648
211,16.628
212,17.557
213,18.130
214,18.049
215,18.067
216,19.377
217,20.330
218,20.792
219,21.644
220,22.960
221,23.364
222,25.035
223,26.530
224,27.694
225,27.511
226,28.023
227,28.296
228,29.009
229,29.790
230,30.359
231,30.142
232,30.582
233,30.804
234,31.294
235,31.124
236,31.696
237,31.550
238,32.030
239,32.041
240,32.613
241,32.933
242,33.663
243,34.725
244,35.871
245,36.118
246,36.598
247,36.589
248,36.576
249,36.559
250,36.523
251,36.530
252,36.766
253,37.299
254,36.731
255,35.560
256,35.456
257,34.739
258,34.318
259,34.471
260,34.741
261,34.512
262,34.249
263,33.867
264,34.179
265,34.078
266,34.597
267,34.652
268,35.548
269,35.056
270,34.919
271,34.903
272,35.184
273,34.976
274,33.917
275,32.990
276,32.588
277,31.148
278,30.072
279,29.438
280,29.330
281,28.916
282,28.667
283,28.336
284,28.086
285,27.709
286,26.966
287,26.645
288,26.017
289,24.555
290,23.166
291,21.990
292,20.569
293,19.362
294,18.279
295,17.275
296,16.837
297,17.049
298,16.303
299,13.545
300,13.338
301,13.277
302,12.228
303,11.334
304,10.091
305,9.531
306,9.530
307,9.833
308,9.835
309,9.581
310,8.734
311,8.224
312,8.221
313,8.647
314,9.148
315,9.636
316,8.936
317,9.568
318,9.637
319,9.578
320,10.546
321,12.265
322,14.404
323,15.544
324,15.711
325,16.654
326,17.122
327,18.263
328,20.734
329,22.539
330,24.039
331,26.077
332,28.997
333,31.856
334,34.179
335,35.778
336,37.185
337,39.096
338,41.583
339,42.236
340,43.534
341,45.096
342,47.471
343,47.802
344,48.206
345,47.431
346,46.268
347,45.575
348,47.113
349,48.935
350,51.567
351,52.524
352,52.968
353,53.199
354,55.142
355,56.508
356,57.235
357,57.947
358,59.124
359,60.494
360,61.690
361,62.737
362,63.086
363,63.609
364,65.140
365,66.448
366,67.927
367,70.110
368,72.342
369,73.305
370,75.065
