Distance_(pixels),Gray_Value
805,49.620
806,48.429
807,47.596
808,47.146
809,47.253
810,47.530
811,47.860
812,48.481
813,49.579
814,50.525
815,51.384
816,51.994
817,52.466
818,52.977
819,53.250
820,53.361
821,53.105
822,52.262
823,51.879
824,51.372
825,51.010
826,50.327
827,49.589
828,48.651
829,47.773
830,46.718
831,45.755
832,44.566
833,43.397
834,42.676
835,42.140
836,41.876
837,41.480
838,41.298
839,41.462
840,41.578
841,42.045
842,42.704
843,43.849
844,45.180
845,46.239
846,46.773
847,46.981
848,46.576
849,45.990
850,45.786
851,46.525
852,47.962
853,50.263
854,53.343
855,56.482
856,59.034
857,61.023
858,62.402
859,62.878
860,62.820
861,62.359
862,61.585
863,61.118
864,61.232
865,61.409
866,62.350
867,63.500
868,64.439
869,64.854
870,64.582
871,63.435
872,60.902
873,57.872
874,54.707
875,52.403
876,51.057
877,50.544
878,51.179
879,52.804
880,54.180
881,55.353
882,56.325
883,57.211
884,58.376
885,60.043
886,62.213
887,64.506
888,66.865
889,68.782
890,69.923
891,70.375
892,69.920
893,68.764
894,67.323
895,66.161
896,64.906
897,64.013
898,63.140
899,62.476
900,61.684
901,60.853
902,60.696
903,60.564
904,60.281
905,60.450
906,60.844
907,61.289
908,62.248
909,63.432
910,64.925
911,66.464
912,67.142
913,66.779
914,65.418
915,63.787
916,62.311
917,61.146
918,59.825
919,59.223
920,59.155
921,59.207
922,59.438
923,59.666
924,59.906
925,60.355
926,61.015
927,61.894
928,63.126
929,64.369
930,65.641
931,66.521
932,66.837
933,66.758
934,66.264
935,65.199
936,63.777
937,62.663
938,61.745
939,61.489
940,61.911
941,62.996
942,64.387
943,66.653
944,69.354
945,71.638
946,73.555
947,74.957
948,75.498
949,75.334
950,74.401
951,73.279
952,72.838
953,73.045
954,73.672
955,74.532
956,75.233
957,75.229
958,74.594
959,73.721
960,72.688
961,71.681
962,70.799
963,70.175
964,69.811
965,69.764
966,70.211
967,70.780
968,71.913
969,73.431
970,75.100
971,77.475
972,80.833
973,85.105
974,89.211
975,91.840
976,93.209
977,93.095
978,91.808
979,90.189
980,88.983
981,88.170
982,87.544
983,87.417
984,87.990
985,88.406
986,88.802
987,88.927
988,89.519
989,90.751
990,92.687
991,94.870
992,97.196
993,99.324
994,100.910
995,101.677
996,101.222
997,99.885
998,97.285
999,94.439
1000,92.057
1001,90.646
1002,90.854
1003,92.504
1004,94.425
1005,96.347
1006,98.209
1007,99.884
1008,101.555
1009,102.442
1010,103.002
1011,102.837
1012,101.894
1013,100.643
1014,99.238
1015,98.301
1016,97.803
1017,97.650
1018,97.898
1019,98.663
1020,100.028
1021,101.672
1022,103.859
1023,106.507
1024,109.552
1025,112.074
1026,113.671
1027,114.698
1028,115.589
1029,115.979
1030,115.655
1031,115.053
1032,114.533
1033,114.198
1034,114.028
1035,113.994
1036,113.908
1037,113.987
1038,113.919
1039,113.884
1040,114.018
1041,114.295
1042,114.721
1043,115.277
1044,115.818
1045,116.750
1046,117.959
1047,119.307
1048,120.256
1049,120.645
1050,120.763
1051,121.319
1052,122.938
1053,125.158
1054,127.848
1055,130.282
1056,132.401
1057,135.244
1058,142.782
1059,154.988
1060,167.129
1061,178.434
1062,190.803
1063,205.066
1064,219.638
1065,230.909
1066,238.528
1067,243.739
1068,246.447
1069,247.870
1070,248.523
1071,249.030
1072,249.204
1073,249.623
1074,250.144
1075,250.721
1076,251.038
1077,251.372
1078,251.527
1079,251.642
1080,251.314
1081,250.872
1082,250.572
1083,250.250
1084,249.961
1085,249.355
1086,248.745
1087,247.714
1088,245.829
1089,243.316
1090,239.210
1091,233.007
1092,225.461
