738.964	63434
739.317	62793
739.672	62894
740.026	62810
740.381	62951
740.736	62994
741.092	62999
741.447	62993
741.804	63036
742.160	62938
742.517	62911
742.874	62990
743.232	63002
743.590	63006
743.948	63036
744.307	62977
744.666	62975
745.025	63070
745.385	63021
745.745	62984
746.105	62963
746.466	63003
746.827	63021
747.188	63048
747.550	62971
747.912	63073
748.274	62979
748.637	63067
749.000	62983
749.364	63034
749.727	63016
750.092	62976
750.456	63011
750.821	62972
751.186	62928
751.552	63001
751.918	63045
752.284	62976
752.651	62993
753.018	62967
753.385	62992
753.753	62985
754.121	63069
754.490	63319
754.859	63055
755.228	63018
755.597	63069
755.967	62973
756.338	63098
756.708	62954
757.079	62951
757.451	62970
757.822	63023
758.195	63039
758.567	63025
758.940	63057
759.313	63111
759.687	63194
760.061	63011
760.435	62964
760.810	63004
761.185	63043
761.560	63083
761.936	63008
762.312	63012
762.688	62999
763.065	63045
763.443	63038
763.820	63008
764.198	63014
764.577	63065
764.955	63038
765.335	63142
765.714	63435
766.094	63106
766.474	63031
766.855	63104
767.236	63000
767.617	63060
767.999	63068
768.381	63071
768.764	63073
769.147	63057
769.530	63037
769.914	62975
770.298	62984
770.682	63096
771.067	63103
771.453	63114
771.838	63114
772.224	63055
772.611	63119
772.997	63107
773.384	63071
773.772	63176
774.160	63160
774.548	63221
774.937	63144
775.326	63209
775.716	63180
776.105	63317
776.496	63462
776.886	63399
777.278	63594
777.669	63632
778.061	63718
778.453	63884
778.846	63940
779.239	64046
779.632	64088
780.026	64163
780.420	64166
780.815	64138
781.210	64244
781.605	64215
782.001	64349
782.397	64449
782.794	64399
783.191	64511
783.589	64460
783.986	64513
784.385	64420
784.783	64434
785.182	64390
785.582	64355
785.982	64322
786.382	64303
786.783	64327
787.184	64354
787.585	64262
787.987	64251
788.390	64051
788.792	64033
789.195	64315
789.599	64040
790.003	63989
790.407	63969
790.812	64081
791.217	64084
791.623	64003
792.029	64045
792.436	64025
792.842	64164
793.250	64135
793.657	64260
794.066	64228
794.474	64374
794.883	64393
795.293	64430
795.702	64476
796.113	64615
796.523	64650
796.934	64742
797.346	64957
797.758	65039
798.170	65117
798.583	65279
798.996	65392
799.410	65667
799.824	65793
800.238	65899
800.653	66111
801.069	66347
801.485	66514
801.901	66852
802.317	67085
802.735	67394
803.152	67760
803.570	68066
803.988	68458
804.407	68919
804.827	69399
805.246	70101
805.666	70939
806.087	71996
806.508	73042
806.930	74171
807.351	75473
807.774	76775
808.197	77351
808.620	78984
809.043	81227
809.468	85332
809.892	89693
810.317	98542
810.743	115108
811.169	138043
811.595	165598
812.022	223192
812.449	318946
812.877	389248
813.305	468517
813.733	664602
814.162	942761
814.592	1071352
815.022	1131943
815.452	1438401
815.883	1652509
816.315	1563259
816.746	1486229
817.179	1336729
817.611	1014444
818.044	612651
818.478	375834
818.912	255836
819.347	170792
819.782	124796
820.217	107378
820.653	98054
821.089	89005
821.526	83334
821.964	79368
822.401	75923
822.840	73945
823.278	72414
823.717	71531
824.157	71561
824.597	71429
825.038	72129
